InstanceID,MaritalStatus,ApplicationMode,Course,DaytimeEveningAttendance,ApplicationOrder,PreviousQualification,Nationality,MothersQualification,FathersQualification,MothersOccupation,FathersOccupation,PreviousQualificationGrade,AdmissionGrade,Displaced,EducationalSpecialNeeds,Debtor,TuitionFeesUpToDate,Gender,ScholarshipHolder,International,AgeAtEnrollment,CurricularUnits1stSemCredited,CurricularUnits1stSemEnrolled,CurricularUnits1stSemEvaluations,CurricularUnits1stSemApproved,CurricularUnits1stSemGrade,CurricularUnits1stSemWithoutEvaluations,CurricularUnits2ndSemCredited,CurricularUnits2ndSemEnrolled,CurricularUnits2ndSemEvaluations,CurricularUnits2ndSemApproved,CurricularUnits2ndSemGrade,CurricularUnits2ndSemWithoutEvaluations,UnemploymentRate,InflationRate,GDP,Class
Student_02312,1,1,9500,1,1,1,1,1,19,9,9,140.0,128.8,0,0,0,1,1,0,0,18,0,7,7,6,13.391666666666666,0,0,8,8,8,12.4875,0,12.4,0.5,1.79,2
Student_02313,1,1,9147,1,1,1,1,34,19,0,4,150.0,152.8,1,0,0,1,1,1,0,18,0,5,7,4,12.75,0,0,5,5,0,0.0,0,7.6,2.6,0.32,0
Student_02314,1,44,9130,1,1,39,1,37,37,6,6,150.0,150.0,1,0,0,1,1,0,0,22,0,5,7,4,14.5,0,0,5,5,5,14.6,0,10.8,1.4,1.74,2
Student_02315,1,1,9238,1,1,1,1,1,1,3,4,133.1,112.0,0,0,0,1,1,0,0,19,0,6,7,6,12.166666666666666,0,0,6,6,6,12.166666666666666,0,12.4,0.5,1.79,2
Student_02316,1,1,9130,1,1,1,1,19,37,9,8,152.0,135.6,1,0,0,1,1,0,0,18,0,5,5,5,15.4,0,0,5,5,5,15.6,0,12.7,3.7,-1.7,0
Student_02317,1,39,9119,1,1,19,1,1,1,4,3,133.1,134.4,0,0,1,0,1,0,0,31,0,5,9,2,13.333333333333334,0,0,5,9,2,16.0,4,16.2,0.3,-0.92,0
Student_02318,1,39,9991,0,1,1,1,3,1,3,3,130.0,120.5,0,0,0,1,1,0,0,28,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,0
Student_02319,1,1,9070,1,1,1,1,1,1,4,8,148.0,141.4,0,0,0,1,1,0,0,19,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,NA,0
Student_02320,1,17,9254,1,1,1,1,1,1,4,8,148.0,145.2,0,0,0,1,1,0,0,20,0,6,7,6,13.714285714285714,0,0,6,8,6,14.714285714285714,0,16.2,0.3,-0.92,2
Student_02321,4,39,9238,1,1,1,1,19,3,9,2,130.0,140.0,0,0,0,1,1,0,0,50,0,6,7,4,12.25,0,0,6,7,0,0.0,0,8.9,1.4,3.51,0
Student_02322,1,43,9070,1,1,1,1,1,2,4,2,160.0,100.0,0,0,0,1,1,0,0,38,1,6,9,5,16.0,1,0,6,11,4,16.5,0,13.9,-0.3,0.79,1
Student_02323,2,39,9991,0,1,1,1,37,37,9,9,130.0,140.0,1,0,0,1,1,0,0,31,0,5,8,1,11.0,0,0,5,5,1,13.0,0,9.4,-0.8,-3.12,0
Student_02324,1,39,9500,1,1,1,1,1,37,9,9,110.0,126.0,1,0,0,1,1,0,0,27,0,7,7,7,14.085714285714284,0,0,7,7,7,14.085714285714284,0,7.6,2.6,0.32,1
Student_02325,1,18,9238,1,1,1,1,1,3,9,2,NA,112.6,1,0,0,1,1,0,0,21,0,6,9,6,10.166666666666666,0,0,6,10,6,10.5,0,12.7,3.7,-1.7,2
Student_02326,2,39,9119,1,1,1,1,37,37,9,9,110.0,106.8,0,0,0,1,1,0,0,34,0,5,8,1,10.0,0,0,5,9,0,0.0,0,8.9,1.4,3.51,0
Student_02327,1,51,9119,1,1,1,1,2,37,2,9,129.0,121.6,1,0,0,1,1,0,0,19,0,5,10,0,0.0,0,0,5,7,1,10.0,0,7.6,2.6,0.32,1
Student_02328,2,39,9991,0,1,1,1,37,37,1,4,110.0,120.0,1,0,0,0,1,0,0,40,0,5,10,2,10.5,0,0,5,5,3,10.666666666666666,0,9.4,-0.8,-3.12,0
Student_02329,1,1,171,1,1,1,1,38,19,9,2,170.0,160.6,1,0,0,1,1,1,0,18,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,2
Student_02330,2,39,9070,1,1,12,1,37,38,5,10,110.0,130.0,0,0,1,0,1,1,0,46,0,6,6,0,0.0,0,0,6,6,0,0.0,0,15.5,2.8,NA,0
Student_02331,1,43,8014,0,5,1,1,34,34,0,0,110.0,110.0,0,0,0,1,1,0,0,37,0,6,12,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,0
Student_02332,1,39,9003,1,1,1,1,19,37,9,7,133.1,110.0,1,0,0,1,1,0,0,31,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,0
Student_02333,1,39,9003,1,1,1,1,1,19,4,10,133.1,145.8,0,0,0,1,1,0,0,34,0,6,15,5,13.333333333333334,0,0,6,15,5,12.4,0,12.4,0.5,1.79,2
Student_02334,1,1,171,1,6,1,1,10,10,4,4,126.0,130.2,1,0,0,1,1,1,0,18,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,0
Student_02335,1,1,9670,1,1,1,1,38,37,9,NA,137.0,122.3,0,0,0,1,1,1,0,18,0,6,7,6,13.571428571428571,0,0,6,6,6,14.333333333333334,0,12.4,0.5,1.79,2
Student_02336,1,17,9070,1,4,1,1,1,1,3,3,117.0,125.4,1,0,0,1,1,1,0,19,0,6,6,6,12.833333333333334,0,0,6,7,6,11.166666666666666,0,11.1,0.6,2.02,2
Student_02337,1,43,9991,0,1,1,1,NA,19,9,4,100.0,130.0,0,0,0,1,1,0,0,40,1,5,6,4,10.25,0,3,8,18,5,11.2,5,15.5,2.8,-4.06,0
Student_02338,1,39,9130,1,1,1,1,1,38,9,9,120.0,150.0,0,0,0,1,1,0,0,25,0,6,6,0,0.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,0
Student_02339,1,17,9119,1,5,1,1,38,38,5,9,126.0,116.9,1,0,1,1,1,0,0,20,0,5,5,4,14.5,0,0,6,8,3,13.333333333333334,0,11.1,0.6,2.02,0
Student_02340,1,17,9119,1,1,1,1,19,19,9,9,122.0,114.7,0,0,0,1,1,0,0,20,0,5,6,5,15.8,0,0,5,8,5,13.714285714285714,0,11.1,0.6,2.02,1
Student_02341,1,39,9003,1,1,1,1,37,37,9,10,111.0,95.8,1,0,0,0,1,0,0,NA,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,0
Student_02342,1,17,9119,1,4,1,1,37,19,9,4,139.0,133.1,1,0,0,1,1,0,0,18,0,5,8,4,12.5,0,0,5,7,3,14.666666666666666,1,7.6,2.6,0.32,1
Student_02343,1,43,9003,1,1,1,1,2,4,4,1,150.0,150.0,0,0,0,1,1,0,0,35,16,18,22,18,11.666666666666666,0,12,13,13,12,11.5,1,15.5,2.8,-4.06,2
Student_02344,1,17,9991,0,2,1,1,37,19,9,4,116.0,118.5,0,0,0,1,1,0,0,23,0,5,6,4,13.0,0,0,5,5,5,13.0,0,7.6,2.6,0.32,2
Student_02345,1,17,9500,1,1,1,1,3,3,2,2,130.0,131.1,0,0,0,1,1,0,0,19,0,7,8,7,12.12142857142857,0,0,9,12,8,11.50625,0,12.4,0.5,1.79,2
Student_02346,1,53,9085,1,1,42,1,1,19,3,8,150.0,150.3,1,0,0,1,1,1,0,21,7,11,15,9,14.22222222222222,0,4,9,15,7,13.75,0,8.9,1.4,3.51,2
Student_02347,1,43,9670,1,1,1,1,3,19,4,8,132.0,120.5,0,0,0,1,1,0,0,19,0,6,17,4,12.5,0,0,6,8,4,13.25,0,13.9,-0.3,0.79,1
Student_02348,1,18,9119,1,1,1,1,1,1,4,3,108.0,105.6,1,0,0,1,1,0,0,20,0,5,7,5,12.166666666666666,0,0,5,7,5,15.285714285714286,0,12.4,0.5,1.79,2
Student_02349,1,39,9670,1,1,1,1,19,19,3,3,133.1,125.3,0,1,0,1,1,1,0,30,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,0
Student_02350,4,39,9254,1,1,1,1,37,19,9,9,120.0,131.0,1,0,0,1,1,0,0,44,0,6,6,6,12.666666666666666,0,0,6,6,6,11.5,0,12.4,0.5,1.79,2
Student_02351,1,18,9500,1,1,1,1,19,3,4,9,NA,127.0,0,0,0,1,1,0,0,19,0,8,8,7,13.614285714285714,0,0,8,8,7,13.614285714285714,0,12.7,3.7,-1.7,2
Student_02352,1,44,9130,1,1,39,1,2,1,3,6,150.0,150.0,1,0,0,1,1,0,0,22,11,18,32,12,12.857142857142858,1,8,12,15,10,14.3,0,16.2,0.3,-0.92,2
Student_02353,1,1,9130,1,1,1,1,3,3,1,2,160.0,149.2,0,0,0,1,1,0,0,18,0,5,7,4,14.0,0,0,5,5,5,14.2,0,7.6,2.6,0.32,2
Student_02354,1,17,9670,1,1,1,1,37,37,9,9,125.0,121.5,1,0,0,1,1,1,0,21,0,6,8,4,14.75,0,0,6,6,5,11.8,0,12.7,3.7,-1.7,2
Student_02355,1,1,9085,1,2,1,1,37,19,90,90,125.0,137.3,0,0,0,1,1,0,0,18,0,6,0,0,0.0,0,0,6,0,0,0.0,0,7.6,2.6,0.32,0
Student_02356,1,17,9670,1,4,1,1,3,1,2,3,122.0,119.6,1,0,0,1,1,0,0,18,0,6,8,6,13.625,0,0,6,7,6,14.285714285714286,0,11.1,0.6,2.02,2
Student_02357,1,1,171,1,1,1,1,1,1,4,3,138.0,141.5,0,0,0,1,1,0,0,19,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,2
Student_02358,1,44,9003,1,1,39,1,1,38,6,6,150.0,150.0,1,0,0,1,1,0,0,21,0,6,12,4,11.8,0,0,6,11,4,11.875,0,16.2,0.3,-0.92,0
Student_02359,1,39,9003,1,1,1,1,3,3,2,2,140.0,110.0,0,0,0,1,1,0,0,31,0,6,8,6,15.125,0,0,6,10,6,14.6,0,16.2,0.3,-0.92,2
Student_02360,1,17,9254,1,5,1,1,1,1,2,3,113.0,110.2,1,0,0,1,1,0,0,21,0,6,10,4,11.5,0,0,6,10,2,10.5,0,9.4,-0.8,-3.12,0
Student_02361,1,39,9119,1,1,1,1,19,19,9,7,139.0,110.3,0,0,1,1,1,0,0,24,0,5,12,1,10.0,0,0,5,11,1,11.0,0,8.9,1.4,3.51,1
Student_02362,1,42,9773,1,1,1,1,19,6,4,3,133.1,120.0,0,0,0,1,1,0,0,27,0,4,8,0,0.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,0
Student_02363,1,1,9147,1,5,1,1,19,19,9,9,118.0,114.2,1,0,0,1,1,0,0,20,0,5,9,3,10.333333333333334,0,0,5,6,5,12.8,0,12.4,0.5,1.79,2
Student_02364,1,44,9119,1,1,39,1,1,19,4,5,140.0,140.0,1,0,0,1,1,0,0,22,0,5,9,0,0.0,0,0,5,6,2,11.666666666666666,0,10.8,1.4,1.74,1
Student_02365,1,1,9003,1,1,1,1,19,19,9,9,144.0,132.8,0,0,0,1,1,1,0,19,0,6,9,4,12.0,2,0,6,10,4,12.5,0,15.5,2.8,-4.06,1
Student_02366,1,18,9773,1,1,1,1,1,1,4,7,125.0,121.5,1,0,0,1,1,0,0,19,0,6,6,6,13.833333333333334,0,0,6,6,6,14.5,0,8.9,1.4,3.51,2
Student_02367,1,1,171,1,1,1,1,1,1,7,4,131.0,127.2,1,0,1,1,1,0,0,23,13,17,19,13,12.153846153846152,0,10,17,28,11,11.909090909090908,1,11.1,0.6,2.02,1
Student_02368,1,17,9130,1,1,1,1,12,12,2,8,131.0,128.2,1,0,0,1,1,0,0,18,0,6,7,6,14.0,0,0,6,8,6,13.666666666666666,0,12.4,0.5,1.79,2
Student_02369,1,1,9773,1,1,1,1,3,2,4,6,140.0,133.4,1,0,0,0,1,0,0,29,0,6,8,6,16.5,0,0,6,6,5,13.8,0,11.1,0.6,2.02,1
Student_02370,1,39,9130,1,1,1,1,1,19,4,5,133.1,120.0,1,0,0,1,1,0,0,29,0,5,11,1,18.0,2,0,5,10,3,13.333333333333334,2,10.8,1.4,1.74,0
Student_02371,1,NA,9003,1,1,1,1,1,1,4,5,140.0,140.0,0,0,0,1,1,0,0,20,0,6,11,6,11.285714285714286,0,0,6,12,5,11.77777777777778,0,16.2,0.3,-0.92,1
Student_02372,1,1,171,1,5,1,1,19,3,9,2,139.0,136.9,1,0,0,1,1,1,0,19,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,2
Student_02373,1,17,171,1,3,1,1,3,39,2,5,125.0,117.0,1,1,0,1,1,0,0,22,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,1
Student_02374,1,1,9670,1,2,1,1,3,1,3,5,117.0,110.7,1,0,0,1,1,0,0,20,0,6,10,5,14.0,0,0,6,10,6,12.0,0,11.1,0.6,2.02,1
Student_02375,1,39,9130,1,1,1,1,19,19,9,5,150.0,160.0,1,0,0,1,1,0,0,24,0,5,13,4,13.75,1,0,5,9,3,12.0,0,9.4,-0.8,-3.12,1
Student_02376,1,1,9670,1,1,1,1,37,37,5,8,95.0,95.0,0,0,0,0,1,0,0,21,0,6,9,4,13.25,0,0,6,6,5,11.0,0,12.7,3.7,-1.7,0
Student_02377,1,39,9147,1,1,1,1,37,1,7,3,150.0,148.8,0,0,0,1,1,1,0,25,0,5,7,4,14.25,0,0,5,7,4,14.75,0,12.7,3.7,-1.7,2
Student_02378,1,39,9147,1,1,1,1,37,37,9,9,120.0,110.0,0,0,0,0,1,0,0,32,0,5,9,0,0.0,1,0,5,5,0,0.0,0,9.4,-0.8,-3.12,0
Student_02379,1,43,9991,0,1,1,1,3,4,2,2,136.0,133.9,0,0,0,0,1,0,0,26,8,12,12,8,11.25,0,3,8,8,3,11.333333333333334,0,7.6,2.6,0.32,0
Student_02380,1,1,9130,1,1,1,1,2,37,9,7,133.0,125.7,1,0,0,1,1,1,0,18,0,6,7,6,13.5,0,0,6,8,6,12.5,0,12.4,0.5,1.79,2
Student_02381,1,17,9254,1,1,1,1,1,19,4,7,125.0,116.6,0,0,0,1,1,1,0,19,0,6,8,5,12.666666666666666,0,0,6,10,6,12.857142857142858,0,16.2,0.3,-0.92,2
Student_02382,1,1,9070,1,3,1,1,19,38,5,7,127.0,141.0,1,0,0,1,1,1,0,19,0,6,6,6,15.166666666666666,0,0,6,6,6,12.333333333333334,0,12.4,0.5,1.79,2
Student_02383,1,7,9119,1,1,40,1,1,1,4,4,130.0,130.0,0,0,0,1,1,0,0,27,4,6,6,6,13.166666666666666,0,2,5,7,5,15.142857142857142,0,11.1,0.6,2.02,0
Student_02384,1,53,9003,1,1,1,1,19,1,9,9,130.0,130.0,0,0,1,1,1,0,0,21,7,12,20,10,11.8,0,5,12,15,9,11.444444444444445,0,8.9,1.4,3.51,1
Student_02385,1,17,9119,1,1,1,1,19,1,4,5,127.0,115.8,0,0,0,1,1,0,0,20,0,5,10,4,11.5,0,0,5,11,0,0.0,0,13.9,-0.3,0.79,1
Student_02386,1,44,9070,1,1,39,1,19,38,4,0,140.0,140.0,1,0,0,1,1,0,0,21,0,6,6,6,14.5,0,0,6,8,6,11.333333333333334,0,12.4,0.5,1.79,2
Student_02387,1,1,9773,1,5,1,1,37,3,5,2,125.0,126.1,1,0,0,1,1,0,0,22,0,6,10,5,13.4,0,0,6,12,3,10.666666666666666,0,9.4,-0.8,-3.12,1
Student_02388,1,1,171,1,1,1,1,1,38,5,7,135.0,137.5,1,0,1,0,1,0,0,19,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,2
Student_02389,1,17,9147,1,4,1,1,38,19,5,5,132.0,120.8,1,0,0,1,1,1,0,18,0,5,8,4,10.8,0,0,5,10,2,12.5,0,11.1,0.6,2.02,0
Student_02390,1,39,9238,1,2,1,1,19,1,5,5,110.0,136.5,0,0,0,1,1,0,0,28,0,5,6,0,0.0,0,0,5,5,0,0.0,0,13.9,-0.3,0.79,0
Student_02391,2,39,9003,1,1,1,1,1,37,9,1,130.0,122.0,0,0,1,0,1,0,0,25,3,10,23,6,11.428571428571429,0,2,7,15,4,12.0,1,15.5,2.8,-4.06,0
Student_02392,1,43,9003,1,1,1,1,37,1,5,4,130.0,130.0,0,0,0,1,1,0,0,25,8,14,24,8,12.5,2,6,13,23,10,11.6,0,15.5,2.8,-4.06,0
Student_02393,1,1,9147,1,1,1,1,38,19,9,5,135.0,126.3,0,0,0,1,1,0,0,18,0,5,11,2,13.5,0,0,5,11,3,12.333333333333334,0,8.9,1.4,3.51,1
Student_02394,1,1,9254,1,1,1,1,4,19,4,5,133.1,98.0,0,0,0,1,1,0,0,26,0,6,6,0,0.0,0,0,6,12,0,0.0,0,10.8,1.4,NA,0
Student_02395,1,17,9147,1,3,1,1,37,37,6,5,135.0,121.0,1,0,0,1,1,1,0,18,0,5,8,5,12.75,0,0,5,7,5,11.5,0,13.9,-0.3,0.79,2
Student_02396,1,43,9773,1,1,1,1,19,38,9,7,128.0,124.2,1,0,0,1,1,0,0,22,0,6,17,3,11.333333333333334,3,0,6,14,3,12.333333333333334,0,15.5,2.8,-4.06,1
Student_02397,1,39,9003,1,1,1,1,1,3,4,5,140.0,130.0,0,0,0,1,1,0,0,25,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,0
Student_02398,1,1,9773,1,2,1,1,3,1,4,4,135.0,136.1,1,0,0,1,1,0,0,19,0,6,9,5,11.4,0,0,6,13,5,12.4,0,8.9,1.4,3.51,1
Student_02399,1,17,9773,1,2,1,1,3,19,2,3,131.0,132.8,1,0,0,1,1,0,0,19,0,6,7,6,14.428571428571429,0,0,6,7,6,14.571428571428571,0,13.9,-0.3,0.79,2
Student_02400,1,17,9500,1,1,1,1,1,1,5,5,131.0,126.3,0,0,0,1,1,0,0,19,0,7,9,7,12.492857142857144,0,0,8,10,8,11.7125,0,16.2,0.3,-0.92,2
Student_02401,4,39,8014,0,1,19,1,1,37,9,1,100.0,111.5,0,0,0,1,1,0,0,45,2,8,10,4,11.5,0,2,8,13,4,11.0,0,10.8,1.4,1.74,0
Student_02402,NA,39,9991,0,1,1,1,37,37,9,9,140.0,118.2,0,0,0,1,1,0,0,52,0,5,7,5,11.2,0,0,5,6,5,12.8,1,7.6,2.6,0.32,2
Student_02403,1,1,9147,1,1,1,1,19,19,9,3,124.0,115.6,1,0,0,0,1,0,0,20,0,5,9,3,12.0,1,0,5,7,3,11.0,0,9.4,-0.8,-3.12,0
Student_02404,1,1,9500,1,1,1,1,38,37,5,10,130.0,117.8,1,0,0,1,1,0,0,19,0,8,8,7,15.885714285714286,0,0,8,8,7,15.885714285714286,0,10.8,1.4,1.74,2
Student_02405,1,1,NA,1,1,1,1,1,38,9,9,142.0,127.0,0,0,1,0,1,0,0,21,0,7,12,4,12.94,0,0,7,12,4,11.58,0,12.4,0.5,1.79,0
Student_02406,2,39,8014,0,1,1,1,37,37,9,9,150.0,140.0,0,0,0,0,1,0,0,35,0,6,6,6,14.0,0,0,6,6,6,14.166666666666666,0,9.4,-0.8,-3.12,2
Student_02407,2,39,171,1,1,12,1,37,37,7,7,110.0,106.0,1,0,0,1,1,0,0,36,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,2
Student_02408,4,39,9500,1,1,19,1,37,38,5,5,110.0,151.0,0,0,1,0,1,0,0,47,0,7,7,0,0.0,7,0,8,8,0,0.0,8,15.5,2.8,-4.06,0
Student_02409,1,18,9991,0,1,1,1,43,40,2,2,112.0,106.4,0,0,0,1,1,0,0,22,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,0
Student_02410,2,39,9991,0,1,1,1,37,37,9,9,100.0,125.3,1,0,0,1,1,0,0,41,0,5,8,4,11.25,0,0,5,8,3,11.0,1,7.6,2.6,0.32,0
Student_02411,1,7,9119,1,1,3,1,34,34,90,90,130.0,130.0,0,0,0,1,1,0,0,26,0,5,5,0,0.0,0,0,5,6,0,0.0,0,NA,1.4,1.74,0
Student_02412,2,39,8014,0,1,1,1,34,34,90,90,133.1,116.0,0,0,0,0,0,0,0,51,0,6,13,4,11.25,0,0,6,12,0,0.0,1,10.8,1.4,1.74,0
Student_02413,2,39,9991,0,2,1,1,37,37,9,9,150.0,120.0,0,0,0,1,0,0,0,43,0,5,11,3,10.666666666666666,0,1,5,10,4,12.5,0,9.4,-0.8,-3.12,1
Student_02414,2,39,8014,0,2,1,1,34,34,0,0,100.0,100.0,1,0,0,1,0,0,0,41,0,6,9,5,11.8,0,1,6,10,3,10.666666666666666,1,7.6,2.6,0.32,2
Student_02415,1,43,9147,1,2,1,1,34,37,9,9,130.0,118.5,1,0,0,1,1,0,0,23,5,10,19,8,11.625,1,4,10,16,10,11.181818181818182,3,7.6,2.6,0.32,2
Student_02416,1,43,9238,1,2,1,1,34,30,0,5,129.0,118.9,1,0,0,1,1,0,0,22,0,6,11,0,0.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,0
Student_02417,1,17,9070,1,2,1,1,37,37,9,9,127.0,119.3,1,1,0,1,1,1,0,25,0,6,8,4,10.25,0,0,6,6,4,11.25,0,12.7,3.7,-1.7,0
Student_02418,1,43,9991,0,1,1,1,37,37,9,9,140.0,135.8,1,0,0,1,1,0,0,25,14,15,16,15,10.8,0,13,14,14,14,11.357142857142858,0,9.4,-0.8,-3.12,2
Student_02419,1,53,171,1,1,42,1,1,19,9,9,130.0,130.0,1,0,0,0,1,1,0,22,5,12,15,11,12.545454545454543,0,4,11,16,11,12.666666666666666,0,8.9,1.4,3.51,2
Student_02420,1,39,9003,1,1,1,6,1,1,192,144,133.1,129.8,0,0,0,1,1,0,1,24,0,7,7,7,13.571428571428571,0,0,6,9,5,13.4,0,8.9,1.4,3.51,1
Student_02421,1,39,9085,1,1,2,1,38,38,9,10,140.0,150.0,0,0,0,1,1,0,0,47,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,0
Student_02422,2,39,9991,0,1,19,1,37,37,5,5,133.1,111.9,1,0,0,1,1,0,0,41,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,0
Student_02423,1,39,9003,1,1,1,1,37,37,9,9,NA,150.1,1,0,0,1,1,0,0,43,0,6,9,6,14.77777777777778,0,0,6,11,5,12.2,0,13.9,-0.3,0.79,2
Student_02424,1,39,9003,1,1,1,1,1,37,9,8,133.1,130.0,0,0,0,1,1,0,0,29,0,3,4,0,0.0,0,0,4,8,0,0.0,0,16.2,0.3,-0.92,0
Student_02425,1,39,9119,1,2,1,1,37,37,5,5,120.0,128.0,0,0,0,1,1,0,0,30,0,2,2,0,0.0,0,0,2,2,0,0.0,0,7.6,2.6,0.32,0
Student_02426,1,39,9147,1,2,38,1,19,38,9,9,133.1,102.5,0,0,0,0,1,0,0,26,0,4,4,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,0
Student_02427,1,39,9991,0,2,1,1,19,38,9,9,133.1,102.5,0,0,0,0,1,0,0,27,0,5,10,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,NA,0
Student_02428,2,39,9670,1,2,1,1,37,37,9,9,100.0,110.0,0,0,0,1,1,1,0,36,0,5,5,5,11.4,0,0,5,7,5,11.6,0,9.4,-0.8,-3.12,2
Student_02429,1,39,9003,1,1,19,1,1,19,4,10,133.1,114.0,0,0,0,1,1,0,0,29,3,9,13,6,11.666666666666666,0,2,7,10,6,10.857142857142858,0,15.5,2.8,-4.06,0
Student_02430,1,42,9119,1,1,1,1,34,34,0,0,120.0,128.2,1,0,0,1,1,0,0,35,6,10,12,7,11.285714285714286,0,2,8,8,5,13.0,0,9.4,-0.8,-3.12,0
Student_02431,1,1,9773,1,1,1,1,NA,38,6,3,128.0,116.5,0,0,0,1,1,1,0,18,0,6,12,4,11.5,0,0,6,10,5,12.6,0,10.8,1.4,1.74,2
Student_02432,1,1,9991,0,1,1,1,38,37,9,9,172.0,149.3,0,0,0,1,1,1,0,24,0,5,5,5,16.0,0,0,5,5,5,16.0,0,8.9,1.4,3.51,2
Student_02433,1,1,9773,1,3,1,1,38,38,9,7,146.0,134.1,1,0,0,1,1,1,0,18,0,6,6,6,12.5,0,0,6,7,6,12.666666666666666,0,10.8,1.4,1.74,0
Student_02434,1,17,9119,1,4,1,1,38,37,5,7,135.0,126.6,1,0,0,1,1,0,0,18,0,5,7,4,12.0,0,0,5,10,3,13.0,3,7.6,2.6,0.32,1
Student_02435,2,43,9085,1,1,1,1,37,37,9,7,160.0,120.0,0,0,0,1,1,0,0,21,0,5,11,0,0.0,2,0,5,11,3,11.666666666666666,1,9.4,-0.8,-3.12,1
Student_02436,1,42,9119,1,1,1,1,38,37,5,8,150.0,133.5,1,0,0,1,1,0,0,21,0,5,10,5,13.0,0,0,5,10,5,12.6,0,9.4,-0.8,-3.12,2
Student_02437,1,39,9003,1,1,1,1,1,3,2,6,130.0,110.0,0,0,0,1,1,0,0,32,8,18,27,13,13.714285714285714,1,7,12,18,12,12.083333333333334,0,15.5,2.8,-4.06,2
Student_02438,1,1,9119,1,4,1,1,37,37,9,5,111.0,107.5,1,0,0,1,1,1,0,22,0,5,9,3,12.333333333333334,0,0,6,14,3,12.5,0,11.1,0.6,2.02,0
Student_02439,1,7,9003,1,1,3,1,1,38,9,7,130.0,130.0,1,0,0,0,1,0,0,32,11,17,31,11,12.727272727272728,4,10,12,24,10,12.7,1,15.5,2.8,-4.06,0
Student_02440,1,43,9670,1,1,6,1,34,34,0,0,170.0,111.6,0,0,0,1,1,0,0,35,1,5,5,1,14.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,0
Student_02441,1,18,9147,1,3,1,1,1,38,4,7,133.1,101.0,1,0,0,0,1,0,0,23,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,0
Student_02442,1,39,8014,0,1,1,1,37,37,6,6,100.0,108.3,0,0,0,1,1,0,0,39,0,6,8,5,11.4,0,1,6,12,3,11.0,1,7.6,2.6,0.32,1
Student_02443,2,43,9670,1,1,1,1,34,34,0,0,120.0,128.2,0,0,0,1,1,0,0,35,0,5,5,0,0.0,0,0,5,5,1,10.0,0,9.4,-0.8,-3.12,0
Student_02444,2,39,9003,1,1,3,1,3,19,4,6,110.0,150.0,0,0,0,1,1,0,0,32,0,6,8,6,18.875,0,6,12,14,12,17.692307692307693,0,16.2,0.3,-0.92,2
Student_02445,1,1,NA,1,1,1,1,34,34,0,0,133.1,142.8,0,0,0,1,1,0,0,20,0,6,12,0,0.0,0,0,6,12,0,0.0,0,7.6,2.6,0.32,0
Student_02446,1,39,9500,1,1,1,1,37,37,9,9,120.0,100.0,0,0,0,1,1,0,0,34,0,7,15,6,11.333333333333334,0,0,7,16,4,12.6,0,16.2,0.3,-0.92,1
Student_02447,1,7,9991,0,1,40,1,37,37,6,6,150.0,150.0,1,0,0,1,1,0,0,NA,3,7,9,7,13.5,0,0,5,6,5,16.2,0,8.9,1.4,3.51,0
Student_02448,2,39,9254,1,1,19,1,37,19,9,10,133.1,156.5,0,0,0,1,1,0,0,53,7,11,12,2,15.0,7,4,9,10,3,10.0,4,16.2,0.3,-0.92,2
Student_02449,1,39,9119,1,1,19,1,37,37,9,4,120.0,98.6,0,0,1,0,1,0,0,28,0,5,10,0,0.0,0,0,5,7,0,0.0,0,12.4,0.5,1.79,0
Student_02450,1,7,9991,0,1,3,1,37,37,9,9,130.0,130.0,0,0,0,1,1,0,0,31,9,9,9,9,14.22222222222222,0,5,5,5,5,12.8,0,12.7,3.7,-1.7,0
